_customer_user,ID,Date,Title,Content,_order_total,_order_tax,_order_currency,Parent
1283502,131142,2014-05-20 12:17:13,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2004
1283504,131144,2014-05-23 10:17:38,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2007
1283505,131145,2014-05-24 09:35:07,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2025
1283506,131146,2014-05-27 13:21:31,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2026
1283507,131147,2014-05-29 10:35:48,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2032
1283508,131148,2014-06-02 00:04:49,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2033
1283510,131149,2014-06-05 14:52:35,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2049
1283480,131150,2014-06-05 21:04:22,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2050
1283458,131151,2014-06-07 17:10:27,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2052
1283512,131152,2014-06-09 21:48:57,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2060
1283513,131153,2014-06-14 12:50:38,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2084
1283514,131154,2014-06-18 10:14:42,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2086
1283515,131155,2014-06-19 13:36:26,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2091
1283516,131156,2014-06-19 16:51:55,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2092
1283518,131157,2014-06-20 06:15:03,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2094
1283520,131158,2014-06-20 10:54:33,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2096
1283521,131159,2014-06-20 11:04:41,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2097
1283523,131160,2014-06-24 10:27:59,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2106
1283524,131161,2014-06-24 13:02:12,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,10.0,1.67,GBP,2107
1283525,131163,2014-06-24 13:33:25,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,10.0,1.67,GBP,2108
1283526,131165,2014-06-24 20:48:58,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,10.0,1.67,GBP,2110
1283527,131167,2014-06-26 08:51:52,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2111
1283528,131168,2014-06-26 09:50:06,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2112
1283530,131169,2014-06-26 22:28:59,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2114
1283529,131170,2014-06-27 13:02:35,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2117
1283531,131171,2014-06-27 14:30:23,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2119
1283532,131172,2014-06-27 20:15:51,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2120
1283533,131173,2014-06-28 10:11:57,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,10.0,1.67,GBP,2124
1283534,131175,2014-06-29 22:19:43,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2126
1283535,131176,2014-06-30 22:27:03,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2127
1283536,131177,2014-07-01 17:19:26,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,1.416,GBP,2128
1283537,131179,2014-07-04 06:08:13,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2130
1283539,131180,2014-07-04 10:17:29,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,10.0,1.67,GBP,2131
1283538,131182,2014-07-04 10:17:45,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2132
1283540,131183,2014-07-04 10:31:13,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2133
1283543,131184,2014-07-04 10:52:41,"Subscription &ndash; Apr 15, 2016 @ 11:12 PM",,8.5,0.0,GBP,2137
1283545,131185,2014-07-04 11:36:45,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2138
1283544,131186,2014-07-04 11:37:58,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2139
1283546,131187,2014-07-04 12:05:36,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2140
1283548,131189,2014-07-04 14:57:05,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2142
1283542,131190,2014-07-04 17:05:42,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2145
1283541,131191,2014-07-04 18:07:13,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2134
1283549,131192,2014-07-06 12:51:20,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2147
1283550,131194,2014-07-07 08:58:34,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2152
1283551,131196,2014-07-07 11:53:35,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2156
1283553,131198,2014-07-07 17:44:55,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2158
1283554,131199,2014-07-08 08:10:58,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2159
1283555,131200,2014-07-08 09:52:22,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2160
1283547,131201,2014-07-08 12:37:54,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.4167,GBP,2141
1283556,131203,2014-07-09 21:20:37,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2162
1283532,131204,2014-07-13 06:44:15,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2167
1283557,131205,2014-07-13 12:31:39,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.416,GBP,2168
1283558,131207,2014-07-14 22:14:26,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2172
1283560,131208,2014-07-19 20:43:01,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2180
1283561,131209,2014-07-20 09:15:41,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2181
1283562,131210,2014-07-22 12:25:37,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.4167,GBP,2212
1283564,131212,2014-07-23 07:05:24,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2215
1283565,131213,2014-07-23 11:55:27,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2220
1283566,131214,2014-07-23 12:02:57,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2227
1283567,131215,2014-07-23 12:25:00,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.4167,GBP,2229
1283568,131217,2014-07-24 09:02:06,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.666667,GBP,2278
1283569,131219,2014-07-24 09:12:18,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2280
1283570,131220,2014-07-24 19:15:21,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2284
1283571,131222,2014-07-25 10:37:39,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2286
1283572,131223,2014-07-25 11:00:57,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2287
1283573,131225,2014-07-25 11:13:53,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2288
1283575,131226,2014-07-25 14:02:41,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2290
1283576,131227,2014-07-25 15:01:40,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2291
1283577,131228,2014-07-25 17:09:50,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2292
1283578,131229,2014-07-26 08:13:57,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2293
1283579,131230,2014-07-26 09:45:08,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2294
1283580,131231,2014-07-26 10:41:46,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.4167,GBP,2296
1283581,131233,2014-07-27 08:25:28,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2298
1283582,131234,2014-07-28 12:36:59,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2302
1283583,131236,2014-07-29 14:19:46,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2303
1283584,131237,2014-07-30 09:12:48,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2304
1283585,131239,2014-07-30 15:35:41,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2305
1283586,131240,2014-07-30 19:18:05,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2306
1283587,131241,2014-07-31 11:28:55,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2308
1283588,131243,2014-07-31 12:34:13,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.416,GBP,2309
1283589,131245,2014-07-31 21:41:05,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.416,GBP,2310
1283590,131247,2014-08-01 15:12:15,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2312
1283591,131248,2014-08-03 21:41:03,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2315
1283594,131249,2014-08-04 14:29:23,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2318
1283595,131250,2014-08-05 21:34:08,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.4167,GBP,2326
1283596,131252,2014-08-06 07:07:50,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2327
1283597,131253,2014-08-06 11:41:18,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.416,GBP,2329
1283599,131255,2014-08-06 13:33:30,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2330
1283600,131256,2014-08-06 17:18:09,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2331
1283601,131257,2014-08-06 17:32:07,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2332
1283602,131258,2014-08-06 19:38:25,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2333
1283604,131259,2014-08-07 07:22:19,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2334
1283606,131260,2014-08-07 09:06:40,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2336
1283608,131261,2014-08-07 10:46:12,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2337
1283598,131262,2014-08-07 14:00:46,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2338
1283605,131263,2014-08-07 14:10:51,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2339
1283609,131265,2014-08-07 22:08:30,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2340
1283611,131266,2014-08-08 12:40:47,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2341
1283614,131267,2014-08-08 15:50:20,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2343
1283615,131268,2014-08-08 19:38:22,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2344
1283616,131269,2014-08-09 07:45:15,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,0.0,0.0,GBP,2346
1283617,131271,2014-08-09 16:09:46,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2347
1283618,131272,2014-08-09 23:40:41,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2349
1283620,131273,2014-08-11 11:45:02,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2353
1283479,131274,2014-08-12 11:32:06,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2354
1283621,131275,2014-08-12 11:35:42,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,1.416,GBP,2355
1283622,131277,2014-08-12 15:24:18,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2356
1283624,131278,2014-08-13 12:34:05,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2357
1283625,131279,2014-08-15 17:04:53,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2362
1283626,131280,2014-08-18 00:04:01,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2363
1283628,131281,2014-08-21 16:36:53,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2374
1283629,131282,2014-08-25 12:53:47,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2386
1283630,131283,2014-08-28 20:05:11,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2397
1283631,131284,2014-08-28 20:45:49,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2398
1283632,131285,2014-08-31 16:51:12,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2403
1283633,131286,2014-09-01 08:22:13,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2405
1283634,131287,2014-09-02 09:55:51,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2408
1283635,131288,2014-09-03 14:55:36,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2410
1283637,131289,2014-09-04 12:42:39,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2414
1283639,131290,2014-09-04 13:39:49,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2415
1283640,131291,2014-09-04 13:40:19,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,10.0,1.67,GBP,2416
1283641,131292,2014-09-04 14:29:15,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2417
1283638,131293,2014-09-04 21:45:42,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2420
1283642,131294,2014-09-05 06:09:48,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2421
1283642,131295,2014-09-05 06:14:12,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2422
1283643,131296,2014-09-05 12:24:27,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2424
1283644,131297,2014-09-06 09:28:05,"Subscription &ndash; Apr 15, 2016 @ 11:13 PM",,8.5,0.0,GBP,2426
1283645,131298,2014-09-06 10:50:13,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2427
1283646,131299,2014-09-07 09:21:11,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,10.0,1.67,GBP,2431
1283521,131301,2014-09-07 09:57:23,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2432
1283647,131302,2014-09-07 20:25:59,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2434
1283602,131303,2014-09-08 11:36:49,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,1.4167,GBP,2438
1283650,131305,2014-09-12 15:23:23,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2447
1283651,131306,2014-09-13 05:48:41,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2449
1283653,131307,2014-09-15 11:31:16,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2453
1283655,131308,2014-09-17 13:23:22,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2454
1283656,131309,2014-09-18 07:41:34,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2456
1283657,131310,2014-09-18 14:22:32,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,10.0,1.67,GBP,2457
1283658,131312,2014-09-21 14:35:26,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2465
1283660,131313,2014-09-23 12:45:06,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2473
1283661,131314,2014-09-23 15:38:20,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2475
1283662,131315,2014-09-24 19:44:24,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2482
1283663,131316,2014-09-25 15:09:58,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,10.0,1.67,GBP,2488
1283664,131318,2014-09-27 13:19:24,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2497
1283665,131319,2014-09-28 09:11:29,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2498
1283666,131320,2014-09-29 04:49:11,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2503
1283667,131321,2014-09-29 11:37:46,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,1.42,GBP,2504
1283668,131323,2014-09-29 13:29:04,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2505
1283615,131324,2014-10-02 06:23:31,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2513
1283669,131325,2014-10-03 16:15:27,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2516
1283670,131326,2014-10-03 21:51:52,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2517
1283671,131327,2014-10-08 06:52:00,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,10.0,1.67,GBP,2540
1283672,131329,2014-10-08 09:15:36,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2541
1283673,131330,2014-10-09 11:58:41,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,1.4167,GBP,2547
1283674,131332,2014-10-10 18:00:20,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2553
1283675,131333,2014-10-11 09:23:40,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2555
1283677,131334,2014-10-11 21:00:20,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2557
1283453,131335,2014-10-12 18:21:14,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,1.416,GBP,2563
1283678,131336,2014-10-12 18:30:01,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,10.0,1.67,GBP,2564
1283679,131337,2014-10-12 19:38:55,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2565
1283680,131338,2014-10-14 12:54:49,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2567
1283681,131339,2014-10-15 14:15:44,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2569
1283682,131340,2014-10-18 11:54:00,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,10.0,1.666667,GBP,2572
1283683,131342,2014-10-19 18:42:05,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2574
1283685,131343,2014-10-19 22:42:05,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,10.0,1.67,GBP,2577
1283686,131345,2014-10-20 16:27:58,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2580
1283687,131346,2014-10-21 20:39:15,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2581
1283688,131347,2014-10-21 20:54:38,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2582
1283689,131348,2014-10-24 13:46:47,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2593
1283690,131350,2014-10-26 15:01:23,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2604
1283691,131351,2014-10-26 19:09:01,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2605
1283692,131352,2014-10-26 20:18:13,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2606
1283693,131353,2014-10-27 01:50:48,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2607
1283694,131354,2014-10-27 13:06:11,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,1.4167,GBP,2610
1283695,131356,2014-10-28 18:11:15,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2617
1283696,131357,2014-10-29 13:47:06,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2623
1283697,131359,2014-10-31 15:52:15,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,10.0,1.67,GBP,2627
1283698,131361,2014-11-02 15:38:47,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2634
1283699,131362,2014-11-03 00:13:25,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,1.4167,GBP,2635
1283700,131364,2014-11-03 10:08:46,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,10.0,1.67,GBP,2637
1283701,131366,2014-11-04 22:23:49,"Subscription &ndash; Apr 15, 2016 @ 11:14 PM",,8.5,0.0,GBP,2656
